caseid,event
case0,a
case0,b
case0,c
case0,d
case0,e
case0,h
case0,i
case0,j
case0,l
case0,k
case0,m
case0,n
case0,o
case0,p
case0,w
case1,a
case1,b
case1,c
case1,d
case1,e
case1,h
case1,i
case1,j
case1,l
case1,k
case1,m
case1,n
case1,o
case1,p
case1,w
case2,a
case2,b
case2,c
case2,d
case2,e
case2,h
case2,i
case2,j
case2,l
case2,k
case2,m
case2,n
case2,o
case2,p
case2,w
case3,a
case3,b
case3,c
case3,d
case3,e
case3,h
case3,i
case3,j
case3,l
case3,k
case3,m
case3,n
case3,o
case3,p
case3,w
case4,a
case4,b
case4,c
case4,d
case4,e
case4,h
case4,i
case4,j
case4,l
case4,k
case4,m
case4,n
case4,o
case4,p
case4,w
case5,a
case5,b
case5,c
case5,d
case5,e
case5,h
case5,i
case5,j
case5,l
case5,k
case5,m
case5,n
case5,o
case5,p
case5,w
case6,a
case6,b
case6,c
case6,d
case6,e
case6,h
case6,i
case6,j
case6,l
case6,k
case6,m
case6,n
case6,o
case6,p
case6,w
case7,a
case7,b
case7,c
case7,d
case7,e
case7,h
case7,i
case7,j
case7,l
case7,k
case7,m
case7,n
case7,o
case7,p
case7,w
case8,a
case8,b
case8,c
case8,d
case8,e
case8,h
case8,i
case8,j
case8,l
case8,k
case8,m
case8,n
case8,o
case8,p
case8,w
case9,a
case9,b
case9,c
case9,d
case9,e
case9,h
case9,i
case9,j
case9,l
case9,k
case9,m
case9,n
case9,o
case9,p
case9,w
case10,a
case10,b
case10,c
case10,d
case10,e
case10,h
case10,i
case10,j
case10,l
case10,k
case10,m
case10,n
case10,o
case10,p
case10,w
case11,a
case11,b
case11,c
case11,d
case11,e
case11,h
case11,i
case11,j
case11,l
case11,k
case11,m
case11,n
case11,o
case11,p
case11,w
case12,a
case12,b
case12,c
case12,d
case12,e
case12,h
case12,i
case12,j
case12,l
case12,k
case12,m
case12,n
case12,o
case12,p
case12,w
case13,a
case13,b
case13,c
case13,d
case13,e
case13,h
case13,i
case13,j
case13,l
case13,k
case13,m
case13,n
case13,o
case13,p
case13,w
case14,a
case14,b
case14,c
case14,d
case14,e
case14,h
case14,i
case14,j
case14,l
case14,k
case14,m
case14,n
case14,o
case14,p
case14,w
case15,a
case15,b
case15,c
case15,d
case15,e
case15,h
case15,i
case15,j
case15,l
case15,k
case15,m
case15,n
case15,o
case15,p
case15,w
case16,a
case16,b
case16,c
case16,d
case16,e
case16,h
case16,i
case16,j
case16,l
case16,k
case16,m
case16,n
case16,o
case16,p
case16,w
case17,a
case17,b
case17,c
case17,d
case17,e
case17,h
case17,i
case17,j
case17,l
case17,k
case17,m
case17,n
case17,o
case17,p
case17,w
case18,a
case18,b
case18,c
case18,d
case18,e
case18,h
case18,i
case18,j
case18,l
case18,k
case18,m
case18,n
case18,o
case18,p
case18,w
case19,a
case19,b
case19,c
case19,d
case19,e
case19,h
case19,i
case19,j
case19,l
case19,k
case19,m
case19,n
case19,o
case19,p
case19,w
case20,a
case20,b
case20,c
case20,d
case20,e
case20,h
case20,i
case20,j
case20,l
case20,k
case20,m
case20,n
case20,o
case20,p
case20,w
case21,a
case21,b
case21,c
case21,d
case21,e
case21,h
case21,i
case21,j
case21,l
case21,k
case21,m
case21,n
case21,o
case21,p
case21,w
case22,a
case22,b
case22,c
case22,d
case22,e
case22,h
case22,i
case22,j
case22,l
case22,k
case22,m
case22,n
case22,o
case22,p
case22,w
case23,a
case23,b
case23,c
case23,d
case23,e
case23,h
case23,i
case23,j
case23,l
case23,k
case23,m
case23,n
case23,o
case23,p
case23,w
case24,a
case24,b
case24,c
case24,d
case24,e
case24,h
case24,i
case24,j
case24,l
case24,k
case24,m
case24,n
case24,o
case24,p
case24,w
case25,a
case25,b
case25,c
case25,d
case25,e
case25,h
case25,i
case25,j
case25,l
case25,k
case25,m
case25,n
case25,o
case25,p
case25,w
case26,a
case26,b
case26,c
case26,d
case26,e
case26,h
case26,i
case26,j
case26,l
case26,k
case26,m
case26,n
case26,o
case26,p
case26,w
case27,a
case27,b
case27,c
case27,d
case27,e
case27,h
case27,i
case27,j
case27,l
case27,k
case27,m
case27,n
case27,o
case27,p
case27,w
case28,a
case28,b
case28,c
case28,d
case28,e
case28,h
case28,i
case28,j
case28,l
case28,k
case28,m
case28,n
case28,o
case28,p
case28,w
case29,a
case29,b
case29,c
case29,d
case29,e
case29,h
case29,i
case29,j
case29,l
case29,k
case29,m
case29,n
case29,o
case29,p
case29,w
case30,a
case30,b
case30,c
case30,d
case30,e
case30,h
case30,i
case30,j
case30,l
case30,k
case30,m
case30,n
case30,o
case30,p
case30,w
case31,a
case31,b
case31,c
case31,d
case31,e
case31,h
case31,i
case31,j
case31,l
case31,k
case31,m
case31,n
case31,o
case31,p
case31,w
case32,a
case32,b
case32,c
case32,d
case32,e
case32,h
case32,i
case32,j
case32,l
case32,k
case32,m
case32,n
case32,o
case32,p
case32,w
case33,a
case33,b
case33,c
case33,d
case33,e
case33,h
case33,i
case33,j
case33,l
case33,k
case33,m
case33,n
case33,o
case33,p
case33,w
case34,a
case34,b
case34,c
case34,d
case34,e
case34,h
case34,i
case34,j
case34,l
case34,k
case34,m
case34,n
case34,o
case34,p
case34,w
case35,a
case35,b
case35,c
case35,d
case35,e
case35,h
case35,i
case35,j
case35,l
case35,k
case35,m
case35,n
case35,o
case35,p
case35,w
case36,a
case36,b
case36,c
case36,d
case36,e
case36,h
case36,i
case36,j
case36,l
case36,k
case36,m
case36,n
case36,o
case36,p
case36,w
case37,a
case37,b
case37,c
case37,d
case37,e
case37,h
case37,i
case37,j
case37,l
case37,k
case37,m
case37,n
case37,o
case37,p
case37,w
case38,a
case38,b
case38,c
case38,d
case38,e
case38,h
case38,i
case38,j
case38,l
case38,k
case38,m
case38,n
case38,o
case38,p
case38,w
case39,a
case39,b
case39,c
case39,d
case39,e
case39,h
case39,i
case39,j
case39,l
case39,k
case39,m
case39,n
case39,o
case39,p
case39,w
case40,a
case40,b
case40,c
case40,d
case40,e
case40,h
case40,i
case40,j
case40,l
case40,k
case40,m
case40,n
case40,o
case40,p
case40,w
case41,a
case41,b
case41,c
case41,d
case41,e
case41,h
case41,i
case41,j
case41,l
case41,k
case41,m
case41,n
case41,o
case41,p
case41,w
case42,a
case42,b
case42,c
case42,d
case42,e
case42,h
case42,i
case42,j
case42,l
case42,k
case42,m
case42,n
case42,o
case42,p
case42,w
case43,a
case43,b
case43,c
case43,d
case43,e
case43,h
case43,i
case43,j
case43,l
case43,k
case43,m
case43,n
case43,o
case43,p
case43,w
case44,a
case44,b
case44,c
case44,d
case44,e
case44,h
case44,i
case44,j
case44,l
case44,k
case44,m
case44,n
case44,o
case44,p
case44,w
case45,a
case45,b
case45,c
case45,d
case45,e
case45,h
case45,i
case45,j
case45,l
case45,k
case45,m
case45,n
case45,o
case45,p
case45,w
case46,a
case46,b
case46,c
case46,d
case46,e
case46,h
case46,i
case46,j
case46,l
case46,k
case46,m
case46,n
case46,o
case46,p
case46,w
case47,a
case47,b
case47,d
case47,c
case47,e
case47,h
case47,i
case47,j
case47,k
case47,l
case47,m
case47,n
case47,o
case47,q
case47,w
case48,a
case48,b
case48,d
case48,c
case48,e
case48,h
case48,i
case48,j
case48,k
case48,l
case48,m
case48,n
case48,o
case48,q
case48,w
case49,a
case49,b
case49,d
case49,c
case49,e
case49,h
case49,i
case49,j
case49,k
case49,l
case49,m
case49,n
case49,o
case49,q
case49,w
case50,a
case50,b
case50,d
case50,c
case50,e
case50,h
case50,i
case50,j
case50,k
case50,l
case50,m
case50,n
case50,o
case50,q
case50,w
case51,a
case51,b
case51,d
case51,c
case51,e
case51,h
case51,i
case51,j
case51,k
case51,l
case51,m
case51,n
case51,o
case51,q
case51,w
case52,a
case52,b
case52,d
case52,c
case52,e
case52,h
case52,i
case52,j
case52,k
case52,l
case52,m
case52,n
case52,o
case52,q
case52,w
case53,a
case53,b
case53,d
case53,c
case53,e
case53,h
case53,i
case53,j
case53,k
case53,l
case53,m
case53,n
case53,o
case53,q
case53,w
case54,a
case54,b
case54,d
case54,c
case54,e
case54,h
case54,i
case54,j
case54,k
case54,l
case54,m
case54,n
case54,o
case54,q
case54,w
case55,a
case55,b
case55,d
case55,c
case55,e
case55,h
case55,i
case55,j
case55,k
case55,l
case55,m
case55,n
case55,o
case55,q
case55,w
case56,a
case56,b
case56,d
case56,c
case56,e
case56,h
case56,i
case56,j
case56,k
case56,l
case56,m
case56,n
case56,o
case56,q
case56,w
case57,a
case57,b
case57,d
case57,c
case57,e
case57,h
case57,i
case57,j
case57,k
case57,l
case57,m
case57,n
case57,o
case57,q
case57,w
case58,a
case58,b
case58,d
case58,c
case58,e
case58,h
case58,i
case58,j
case58,k
case58,l
case58,m
case58,n
case58,o
case58,q
case58,w
case59,a
case59,b
case59,d
case59,c
case59,e
case59,h
case59,i
case59,j
