caseid,event
case0,A
case0,B
case0,C
case0,E
case0,G
case0,H
case0,I
case0,J
case0,L
case0,M
case1,A
case1,B
case1,C
case1,E
case1,G
case1,H
case1,I
case1,J
case1,L
case1,M
case2,A
case2,B
case2,C
case2,E
case2,G
case2,H
case2,I
case2,J
case2,L
case2,M
case3,A
case3,B
case3,C
case3,E
case3,G
case3,H
case3,I
case3,J
case3,L
case3,M
case4,A
case4,B
case4,C
case4,E
case4,G
case4,H
case4,I
case4,J
case4,L
case4,M
case5,A
case5,B
case5,C
case5,E
case5,G
case5,H
case5,I
case5,J
case5,L
case5,M
case6,A
case6,B
case6,C
case6,E
case6,G
case6,H
case6,I
case6,J
case6,L
case6,M
case7,A
case7,B
case7,C
case7,E
case7,G
case7,H
case7,I
case7,J
case7,L
case7,M
case8,A
case8,B
case8,C
case8,E
case8,G
case8,H
case8,I
case8,J
case8,L
case8,M
case9,A
case9,B
case9,C
case9,E
case9,G
case9,H
case9,I
case9,J
case9,L
case9,M
case10,A
case10,N
case10,O
case10,P
case10,C
case10,E
case10,G
case10,H
case10,c
case10,d
case10,E
case10,G
case10,H
case10,I
case10,J
case10,K
case10,M
case11,A
case11,N
case11,O
case11,P
case11,C
case11,E
case11,G
case11,H
case11,c
case11,d
case11,E
case11,G
case11,H
case11,I
case11,J
case11,K
case11,M
case12,A
case12,N
case12,O
case12,P
case12,C
case12,E
case12,G
case12,H
case12,c
case12,d
case12,E
case12,G
case12,H
case12,I
case12,J
case12,K
case12,M
case13,A
case13,N
case13,O
case13,P
case13,C
case13,E
case13,G
case13,H
case13,c
case13,d
case13,E
case13,G
case13,H
case13,I
case13,J
case13,K
case13,M
case14,A
case14,N
case14,O
case14,P
case14,C
case14,E
case14,G
case14,H
case14,c
case14,d
case14,E
case14,G
case14,H
case14,I
case14,J
case14,K
case14,M
case15,A
case15,N
case15,O
case15,P
case15,C
case15,E
case15,G
case15,H
case15,c
case15,d
case15,E
case15,G
case15,H
case15,I
case15,J
case15,K
case15,M
case16,A
case16,N
case16,O
case16,P
case16,C
case16,E
case16,G
case16,H
case16,c
case16,d
case16,E
case16,G
case16,H
case16,I
case16,J
case16,K
case16,M
case17,A
case17,N
case17,O
case17,P
case17,C
case17,E
case17,G
case17,H
case17,c
case17,d
case17,E
case17,G
case17,H
case17,I
case17,J
case17,K
case17,M
case18,A
case18,N
case18,O
case18,P
case18,C
case18,E
case18,G
case18,H
case18,c
case18,d
case18,E
case18,G
case18,H
case18,I
case18,J
case18,K
case18,M
case19,A
case19,N
case19,O
case19,P
case19,C
case19,E
case19,G
case19,H
case19,c
case19,d
case19,E
case19,G
case19,H
case19,I
case19,J
case19,K
case19,M
case20,A
case20,N
case20,O
case20,P
case20,C
case20,D
case20,F
case20,H
case20,I
case20,J
case20,K
case20,M
case21,A
case21,N
case21,O
case21,P
case21,C
case21,D
case21,F
case21,H
case21,I
case21,J
case21,K
case21,M
case22,A
case22,N
case22,O
case22,P
case22,C
case22,D
case22,F
case22,H
case22,I
case22,J
case22,K
case22,M
case23,A
case23,N
case23,O
case23,P
case23,C
case23,D
case23,F
case23,H
case23,I
case23,J
case23,K
case23,M
case24,A
case24,N
case24,O
case24,P
case24,C
case24,D
case24,F
case24,H
case24,I
case24,J
case24,K
case24,M
case25,A
case25,N
case25,O
case25,P
case25,C
case25,D
case25,F
case25,H
case25,I
case25,J
case25,K
case25,M
case26,A
case26,N
case26,O
case26,P
case26,C
case26,D
case26,F
case26,H
case26,I
case26,J
case26,K
case26,M
case27,A
case27,N
case27,O
case27,P
case27,C
case27,D
case27,F
case27,H
case27,I
case27,J
case27,K
case27,M
case28,A
case28,N
case28,O
case28,P
case28,C
case28,D
case28,F
case28,H
case28,I
case28,J
case28,K
case28,M
case29,A
case29,N
case29,O
case29,P
case29,C
case29,D
case29,F
case29,H
case29,I
case29,J
case29,K
case29,M
case30,A
case30,N
case30,O
case30,P
case30,C
case30,D
case30,F
case30,H
case30,I
case30,J
case30,L
case30,M
case31,A
case31,N
case31,O
case31,P
case31,C
case31,D
case31,F
case31,H
case31,I
case31,J
case31,L
case31,M
case32,A
case32,N
case32,O
case32,P
case32,C
case32,D
case32,F
case32,H
case32,I
case32,J
case32,L
case32,M
case33,A
case33,N
case33,O
case33,P
case33,C
case33,D
case33,F
case33,H
case33,I
case33,J
case33,L
case33,M
case34,A
case34,N
case34,O
case34,P
case34,C
case34,D
case34,F
case34,H
case34,I
case34,J
case34,L
case34,M
case35,A
case35,N
case35,O
case35,P
case35,C
case35,D
case35,F
case35,H
case35,I
case35,J
case35,L
case35,M
case36,A
case36,N
case36,O
case36,P
case36,C
case36,D
case36,F
case36,H
case36,I
case36,J
case36,L
case36,M
case37,A
case37,N
case37,O
case37,P
case37,C
case37,D
case37,F
case37,H
case37,I
case37,J
case37,L
case37,M
case38,A
case38,N
case38,O
case38,P
case38,C
case38,D
case38,F
case38,H
case38,I
case38,J
case38,L
case38,M
case39,A
case39,N
case39,O
case39,P
case39,C
case39,D
case39,F
case39,H
case39,I
case39,J
case39,L
case39,M
case40,A
case40,N
case40,O
case40,P
case40,C
case40,E
case40,G
case40,H
case40,c
case40,d
case40,E
case40,G
case40,H
case40,I
case40,J
case40,L
case40,M
case41,A
case41,N
case41,O
case41,P
case41,C
case41,E
case41,G
case41,H
case41,c
case41,d
case41,E
case41,G
case41,H
case41,I
case41,J
case41,L
case41,M
case42,A
case42,N
case42,O
case42,P
case42,C
case42,E
case42,G
case42,H
case42,c
case42,d
case42,E
case42,G
case42,H
case42,I
case42,J
case42,L
case42,M
case43,A
case43,N
case43,O
case43,P
case43,C
case43,E
case43,G
case43,H
case43,c
case43,d
case43,E
case43,G
case43,H
case43,I
case43,J
case43,L
case43,M
case44,A
case44,N
case44,O
case44,P
case44,C
case44,E
case44,G
case44,H
case44,c
case44,d
case44,E
case44,G
case44,H
case44,I
case44,J
case44,L
case44,M
case45,A
case45,N
case45,O
case45,P
case45,C
case45,E
case45,G
case45,H
case45,c
case45,d
case45,E
case45,G
case45,H
case45,I
case45,J
case45,L
case45,M
case46,A
case46,N
case46,O
case46,P
case46,C
case46,E
case46,G
case46,H
case46,c
case46,d
case46,E
case46,G
case46,H
case46,I
case46,J
case46,L
case46,M
case47,A
case47,N
case47,O
case47,P
case47,C
case47,E
case47,G
case47,H
case47,c
case47,d
case47,E
case47,G
case47,H
case47,I
case47,J
case47,L
case47,M
case48,A
case48,N
case48,O
case48,P
case48,C
case48,E
case48,G
case48,H
case48,c
case48,d
case48,E
case48,G
case48,H
case48,I
case48,J
case48,L
case48,M
case49,A
case49,N
case49,O
case49,P
case49,C
case49,E
case49,G
case49,H
case49,c
case49,d
case49,E
case49,G
case49,H
case49,I
case49,J
case49,L
case49,M
case50,T
case50,N
case50,O
case50,P
case50,C
case50,E
case50,G
case50,H
case50,c
case50,d
case50,E
case50,G
case50,H
case50,I
case50,J
case50,K
case50,M
case51,T
case51,N
case51,O
case51,P
case51,C
case51,E
case51,G
case51,H
case51,c
case51,d
case51,E
case51,G
case51,H
case51,I
case51,J
case51,K
case51,M
case52,T
case52,N
case52,O
case52,P
case52,C
case52,E
case52,G
case52,H
case52,c
case52,d
case52,E
case52,G
case52,H
case52,I
case52,J
case52,K
case52,M
case53,T
case53,N
case53,O
case53,P
case53,C
case53,E
case53,G
case53,H
case53,c
case53,d
case53,E
case53,G
case53,H
case53,I
case53,J
case53,K
case53,M
case54,T
case54,N
case54,O
case54,P
case54,C
case54,E
case54,G
case54,H
case54,c
case54,d
case54,E
case54,G
case54,H
case54,I
case54,J
case54,K
case54,M
case55,T
case55,N
case55,O
case55,P
case55,C
case55,E
case55,G
case55,H
case55,c
case55,d
case55,E
case55,G
case55,H
case55,I
case55,J
case55,K
case55,M
case56,T
case56,N
case56,O
case56,P
case56,C
case56,E
case56,G
case56,H
case56,c
case56,d
case56,E
case56,G
case56,H
case56,I
case56,J
case56,K
case56,M
case57,T
case57,N
case57,O
case57,P
case57,C
case57,E
case57,G
case57,H
case57,c
case57,d
case57,E
case57,G
case57,H
case57,I
case57,J
case57,K
case57,M
case58,T
case58,N
case58,O
case58,P
case58,C
case58,E
case58,G
case58,H
case58,c
case58,d
case58,E
case58,G
case58,H
case58,I
case58,J
case58,K
case58,M
case59,T
case59,N
case59,O
case59,P
case59,C
case59,E
case59,G
case59,H
case59,c
case59,d
case59,E
case59,G
case59,H
case59,I
case59,J
case59,K
case59,M
case60,T
case60,N
case60,O
case60,P
case60,C
case60,E
case60,G
case60,H
case60,c
case60,d
case60,E
case60,G
case60,H
case60,I
case60,J
case60,L
case60,M
case61,T
case61,N
case61,O
case61,P
case61,C
case61,E
case61,G
case61,H
case61,c
case61,d
case61,E
case61,G
case61,H
case61,I
case61,J
case61,L
case61,M
case62,T
case62,N
case62,O
case62,P
case62,C
case62,E
case62,G
case62,H
case62,c
